| Series   |   Mass | EOS   |   trise |    kpush |    xi175 |    xi200 |    xi225 |   Outcome |   M_rem |   M_Fe |    M_CO |    M_He |     M_H |     E_exp |   t_bounce |    t_exp |    t_end |
| u        |   11.2 | TM1   |     0.4 | 3.65231  | 0.231695 | 0.108493 | 0.036513 |         0 | 1.50598 | 1.2489 |  2.0928 |  3.1168 |  8.083  | 1.04832   |   0.231157 | 0.44862  | 6.73283  |
| s        |   18.2 | TM1   |     0.4 | 4.30587  | 0.37597  | 0.249535 | 0.198126 |         0 | 1.54565 | 1.4061 |  4.1016 |  5.3274 |  9.2544 | 1.41736   |   0.306399 | 0.371388 | 7        |
| s        |   20.2 | TM1   |     0.4 | 3.88216  | 0.237639 | 0.14016  | 0.11297  |         0 | 1.55048 | 1.4662 |  4.9814 |  6.239  |  8.2286 | 1.00508   |   0.369564 | 0.255588 | 3.28799  |
| s        |   14.2 | TM1   |     0.4 | 4.30153  | 0.500375 | 0.246266 | 0.161396 |         0 | 1.66478 | 1.4967 |  2.6779 |  3.8572 |  8.2247 | 1.60447   |   0.3541   | 0.37436  | 6.93388  |
| s        |   19.2 | TM1   |     0.4 | 4.15972  | 0.708584 | 0.357852 | 0.237702 |         0 | 1.7664  | 1.4886 |  4.4361 |  5.676  |  9.4102 | 1.83957   |   0.357098 | 0.394928 | 7        |
| u        |   19.2 | TM1   |     0.4 | 4.14487  | 0.3117   | 0.189621 | 0.147275 |         4 | 1.57474 | 1.458  |  4.3588 |  5.9042 | 13.2924 | 0.84729   |   0.345388 | 0.27649  | 1.15113  |
| u        |   20.2 | TM1   |     0.4 | 4.04045  | 0.694861 | 0.383929 | 0.285894 |         4 | 1.73595 | 1.5066 |  4.7406 |  6.2998 | 13.8961 | 1.38572   |   0.364948 | 0.352492 | 1.47734  |
| u        |   14.2 | TM1   |     0.4 | 4.31699  | 0.545544 | 0.29023  | 0.20223  |         0 | 1.66321 | 1.4624 |  2.8197 |  4.0781 | 10.121  | 1.66891   |   0.341595 | 0.354521 | 7        |
| u        |   13.2 | TM1   |     0.4 | 4.27642  | 0.525839 | 0.231924 | 0.143243 |         0 | 1.66957 | 1.499  |  2.5777 |  3.7641 |  9.4353 | 1.60226   |   0.340244 | 0.396014 | 6.66444  |
| u        |   17.2 | TM1   |     0.4 | 4.25937  | 0.359096 | 0.224427 | 0.176834 |         4 | 1.58696 | 1.4593 |  3.5648 |  5.0136 | 12.1844 | 1.31763   |   0.344629 | 0.289864 | 1.56867  |
| u        |   16.2 | TM1   |     0.4 | 3.84814  | 0.693518 | 0.416129 | 0.279403 |         0 | 1.76488 | 1.5711 |  3.3326 |  4.7397 | 11.4587 | 1.91281   |   0.341685 | 0.408932 | 7        |
| s        |   11.2 | TM1   |     0.4 | 2.5      | 0        | 0        | 0        |         0 | 1.32051 | 1.2441 |  1.7862 |  2.8381 |  7.9743 | 0.607293  |   0.211417 | 0.344881 | 1.9743   |
| s        |   17.2 | TM1   |     0.4 | 4.29042  | 0.348076 | 0.239217 | 0.191637 |         0 | 1.54552 | 1.4179 |  3.7208 |  4.9364 |  9.1386 | 1.41701   |   0.307369 | 0.330467 | 7        |
| s        |   12.2 | TM1   |     0.4 | 3.45707  | 0.200335 | 0.085697 | 0.03586  |         0 | 1.51187 | 1.5372 |  2.0765 |  3.1438 |  7.7852 | 0.911231  |   0.279026 | 0.453059 | 7        |
| s        |   16.4 | SFHo  |     0.4 | 4.27446  | 0.346582 | 0.230998 | 0.185862 |         0 | 1.52994 | 1.3819 |  3.4399 |  4.6365 |  8.8972 | 1.32817   |   0.296608 | 0.345682 | 7        |
| u        |   13.4 | SFHo  |     0.4 | 4.31213  | 0.551344 | 0.255147 | 0.157179 |         0 | 1.67228 | 1.5243 |  2.632  |  3.8309 |  9.5684 | 1.69654   |   0.351371 | 0.371207 | 6.4922   |
| u        |   18.4 | SFHo  |     0.4 | 4.28898  | 0.364224 | 0.2384   | 0.189721 |         4 | 1.55138 | 1.4901 |  3.9403 |  5.4261 | 12.9713 | 0.804314  |   0.321325 | 0.342704 | 1.01856  |
| u        |   11.4 | SFHo  |     0.4 | 3.33855  | 0.125846 | 0.073107 | 0.030202 |         0 | 1.40312 | 1.4115 |  2.1444 |  3.1869 |  8.2129 | 0.860471  |   0.29572  | 0.266024 | 2.38004  |
| s        |   18.4 | SFHo  |     0.4 | 4.1438   | 0.715569 | 0.361789 | 0.2281   |         0 | 1.75616 | 1.4975 |  4.1555 |  5.3842 |  9.4419 | 1.82937   |   0.368666 | 0.371425 | 3.95413  |
| s        |   20.4 | SFHo  |     0.4 | 4.30692  | 0.594741 | 0.300766 | 0.227963 |         0 | 1.68575 | 1.5081 |  5.0334 |  6.2704 |  8.5398 | 1.36733   |   0.366002 | 0.315707 | 3.51616  |
| u        |   14.4 | SFHo  |     0.4 | 4.28122  | 0.487086 | 0.234278 | 0.157765 |         0 | 1.65688 | 1.5092 |  2.8646 |  4.1425 | 10.2565 | 1.51846   |   0.34134  | 0.374765 | 7        |
| s        |   17.4 | SFHo  |     0.4 | 4.26705  | 0.349284 | 0.22766  | 0.181964 |         0 | 1.54253 | 1.4084 |  3.7901 |  5.0144 |  9.1983 | 1.2974    |   0.308934 | 0.321206 | 7        |
| u        |   16.4 | SFHo  |     0.4 | 4.21468  | 0.324484 | 0.208653 | 0.159396 |         0 | 1.545   | 1.4016 |  3.3611 |  4.7565 | 11.6418 | 1.17286   |   0.322858 | 0.318552 | 4.65343  |
| s        |   14.4 | SFHo  |     0.4 | 4.31437  | 0.537927 | 0.257579 | 0.168791 |         0 | 1.66803 | 1.5034 |  2.7415 |  3.9226 |  8.3096 | 1.64754   |   0.353642 | 0.358149 | 6.81732  |
| s        |   15.4 | SFHo  |     0.4 | 4.25322  | 0.586249 | 0.32917  | 0.223278 |         0 | 1.67152 | 1.3436 |  3.0766 |  4.2777 |  8.6056 | 1.94594   |   0.308918 | 0.382698 | 6.7423   |
| s        |   13.4 | SFHo  |     0.4 | 4.08027  | 0.372467 | 0.175173 | 0.107218 |         0 | 1.6105  | 1.4089 |  2.4376 |  3.5803 |  8.0052 | 1.27485   |   0.324452 | 0.368605 | 6.82992  |
| s        |   19.4 | SFHo  |     0.4 | 4.31695  | 0.518089 | 0.290292 | 0.222104 |         0 | 1.6346  | 1.3747 |  4.5036 |  5.7757 |  9.4502 | 1.7293    |   0.29345  | 0.385435 | 7        |
| s        |   12.4 | SFHo  |     0.4 | 3.75053  | 0.25946  | 0.121228 | 0.04432  |         0 | 1.54434 | 1.2729 |  2.1417 |  3.2342 |  7.7912 | 1.01013   |   0.261644 | 0.381146 | 6.9212   |
| u        |   15.4 | SFHo  |     0.4 | 4.31727  | 0.551505 | 0.28982  | 0.207429 |         0 | 1.6717  | 1.4424 |  3.103  |  4.45   | 10.9486 | 1.61909   |   0.330576 | 0.359281 | 7        |
| s        |   11.4 | SFHo  |     0.4 | 2.69034  | 0.08138  | 0.01479  | 0        |         0 | 1.36523 | 1.3299 |  1.8089 |  2.8711 |  8.1391 | 0.598691  |   0.241033 | 0.36261  | 7        |
| u        |   19.4 | SFHo  |     0.4 | 4.26411  | 0.368683 | 0.226395 | 0.177444 |         0 | 1.59496 | 1.4834 |  4.3084 |  5.8091 | 13.5877 | 1.16655   |   0.352408 | 0.293065 | 2.08483  |
| u        |   17.4 | SFHo  |     0.4 | 4.06951  | 0.254042 | 0.172965 | 0.144268 |         4 | 1.50751 | 1.5003 |  3.6585 |  5.0944 | 12.3035 | 0.647164  |   0.326437 | 0.257881 | 0.907842 |
| s        |   12.4 | SFHx  |     0.4 | 3.75103  | 0.24653  | 0.121295 | 0.044335 |         0 | 1.54796 | 1.2729 |  2.1417 |  3.2342 |  7.7912 | 0.919061  |   0.261631 | 0.394003 | 7        |
| u        |   11.4 | SFHx  |     0.4 | 3.33933  | 0.12607  | 0.073188 | 0.03021  |         0 | 1.40476 | 1.4115 |  2.1444 |  3.1869 |  8.2129 | 0.799136  |   0.295704 | 0.273122 | 2.60062  |
| u        |   15.4 | SFHx  |     0.4 | 4.31693  | 0.552731 | 0.290317 | 0.207657 |         0 | 1.67762 | 1.4424 |  3.103  |  4.45   | 10.9486 | 1.47553   |   0.330563 | 0.371988 | 7        |
| u        |   18.4 | SFHx  |     0.4 | 4.28942  | 0.364803 | 0.238649 | 0.189861 |         4 | 1.55568 | 1.4901 |  3.9403 |  5.4261 | 12.9713 | 0.75216   |   0.321311 | 0.355584 | 1.04363  |
| s        |   19.4 | SFHx  |     0.4 | 4.3164   | 0.519371 | 0.29104  | 0.211984 |         0 | 1.6441  | 1.3747 |  4.5036 |  5.7757 |  9.4502 | 1.57041   |   0.293436 | 0.403466 | 7        |
| s        |   13.4 | SFHx  |     0.4 | 4.08129  | 0.373437 | 0.175386 | 0.107287 |         0 | 1.61535 | 1.4089 |  2.4376 |  3.5803 |  8.0052 | 1.1627    |   0.324438 | 0.382068 | 7        |
| s        |   20.4 | SFHx  |     0.4 | 4.30643  | 0.595816 | 0.301168 | 0.217258 |         0 | 1.6895  | 1.5081 |  5.0334 |  6.2704 |  8.5398 | 1.2565    |   0.36599  | 0.32658  | 4.31191  |
| u        |   13.4 | SFHx  |     0.4 | 4.31261  | 0.552784 | 0.255646 | 0.157339 |         4 | 1.68241 | 1.5243 |  2.632  |  3.8309 |  9.5684 | 1.51323   |   0.351358 | 0.387387 | 1.70032  |
| s        |   11.4 | SFHx  |     0.4 | 2.69033  | 0.081488 | 0.014789 | 0        |         0 | 1.36742 | 1.3299 |  1.8089 |  2.8711 |  8.1391 | 0.546546  |   0.241018 | 0.37486  | 7        |
| s        |   16.4 | SFHx  |     0.4 | 4.275    | 0.347186 | 0.231251 | 0.186007 |         0 | 1.5344  | 1.3819 |  3.4399 |  4.6365 |  8.8972 | 1.21116   |   0.296594 | 0.358466 | 7        |
| u        |   17.4 | SFHx  |     0.4 | 4.07019  | 0.254378 | 0.173104 | 0.14435  |         4 | 1.50919 | 1.5003 |  3.6585 |  5.0944 | 12.3035 | 0.623392  |   0.326422 | 0.264994 | 0.923069 |
| u        |   14.4 | SFHx  |     0.4 | 4.28195  | 0.488041 | 0.234646 | 0.157907 |         0 | 1.665   | 1.5092 |  2.8646 |  4.1425 | 10.2565 | 1.36334   |   0.341327 | 0.390821 | 7        |
| s        |   18.4 | SFHx  |     0.4 | 4.14235  | 0.716381 | 0.36214  | 0.228249 |         0 | 1.76578 | 1.4975 |  4.1555 |  5.3842 |  9.4419 | 1.67228   |   0.368654 | 0.388318 | 4.62886  |
| s        |   14.4 | SFHx  |     0.4 | 4.31481  | 0.539304 | 0.258094 | 0.168976 |         0 | 1.67485 | 1.5034 |  2.7415 |  3.9226 |  8.3096 | 1.50113   |   0.353629 | 0.371976 | 7        |
| u        |   19.4 | SFHx  |     0.4 | 4.26492  | 0.369595 | 0.226743 | 0.177625 |         0 | 1.59695 | 1.4834 |  4.3084 |  5.8091 | 13.5877 | 1.06864   |   0.352395 | 0.299581 | 2.1814   |
| u        |   16.4 | SFHx  |     0.4 | 4.21555  | 0.325175 | 0.208925 | 0.159527 |         0 | 1.54726 | 1.4016 |  3.3611 |  4.7565 | 11.6418 | 1.07911   |   0.322844 | 0.327094 | 5.36886  |
| s        |   15.4 | SFHx  |     0.4 | 4.25096  | 0.588007 | 0.330042 | 0.223651 |         0 | 1.68143 | 1.3436 |  3.0766 |  4.2777 |  8.6056 | 1.78243   |   0.308905 | 0.400315 | 7        |
| s        |   17.4 | SFHx  |     0.4 | 4.26781  | 0.350115 | 0.22799  | 0.182154 |         0 | 1.54593 | 1.4084 |  3.7901 |  5.0144 |  9.1983 | 1.19164   |   0.30892  | 0.332568 | 7        |
| u        |   18.4 | BHBlp |     0.4 | 4.28637  | 0.360904 | 0.236966 | 0.188916 |         4 | 1.5609  | 1.4901 |  3.9403 |  5.4261 | 12.9713 | 0.824079  |   0.321386 | 0.377443 | 1.12392  |
| s        |   16.4 | BHBlp |     0.4 | 4.27201  | 0.343882 | 0.229868 | 0.185209 |         0 | 1.53972 | 1.3819 |  3.4399 |  4.6365 |  8.8972 | 1.22013   |   0.296669 | 0.381459 | 7        |
| s        |   12.4 | BHBlp |     0.4 | 3.74901  | 0.258142 | 0.121023 | 0.044276 |         0 | 1.5504  | 1.2729 |  2.1417 |  3.2342 |  7.7912 | 0.930938  |   0.261704 | 0.408888 | 7        |
| u        |   15.4 | BHBlp |     0.4 | 4.31873  | 0.545835 | 0.287505 | 0.206365 |         0 | 1.68543 | 1.4424 |  3.103  |  4.45   | 10.9486 | 1.46444   |   0.330638 | 0.396072 | 7        |
| s        |   11.4 | BHBlp |     0.4 | 2.69035  | 0.081321 | 0.014791 | 0        |         4 | 1.36745 | 1.3299 |  1.8089 |  2.8711 |  8.1391 | 0.565979  |   0.24109  | 0.37671  | 2.02629  |
| u        |   11.4 | BHBlp |     0.4 | 3.338    | 0.12569  | 0.073051 | 0.030195 |         0 | 1.40207 | 1.4115 |  2.1444 |  3.1869 |  8.2129 | 0.863258  |   0.295778 | 0.276581 | 3.15691  |
| u        |   14.4 | BHBlp |     0.4 | 4.27864  | 0.504896 | 0.232998 | 0.15727  |         0 | 1.67715 | 1.5092 |  2.8646 |  4.1425 | 10.2565 | 1.2989    |   0.3414   | 0.420628 | 5.66635  |
| u        |   12.4 | BHBlp |     0.4 | 4.14914  | 0.371719 | 0.190663 | 0.11818  |         0 | 1.60865 | 1.3753 |  2.3899 |  3.5168 |  8.8828 | 1.18899   |   0.297397 | 0.395577 | 7        |
| s        |   13.4 | BHBlp |     0.4 | 4.07698  | 0.369387 | 0.174493 | 0.106996 |         0 | 1.6213  | 1.4089 |  2.4376 |  3.5803 |  8.0052 | 1.14537   |   0.324514 | 0.402905 | 5.94454  |
| u        |   13.4 | BHBlp |     0.4 | 4.31064  | 0.547125 | 0.253682 | 0.156709 |         0 | 1.69297 | 1.5243 |  2.632  |  3.8309 |  9.5684 | 1.48926   |   0.351434 | 0.416874 | 5.95041  |
| s        |   17.4 | BHBlp |     0.4 | 4.28716  | 0.346053 | 0.237391 | 0.181217 |         0 | 1.5468  | 1.4084 |  3.7901 |  5.0144 |  9.1983 | 1.24106   |   0.308995 | 0.344428 | 7        |
| s        |   19.4 | BHBlp |     0.4 | 4.31849  | 0.534056 | 0.287919 | 0.220773 |         0 | 1.66132 | 1.3747 |  4.5036 |  5.7757 |  9.4502 | 1.4983    |   0.293513 | 0.438364 | 5.34352  |
| u        |   16.4 | BHBlp |     0.4 | 4.21128  | 0.321846 | 0.207602 | 0.158888 |         0 | 1.54644 | 1.4016 |  3.3611 |  4.7565 | 11.6418 | 1.13728   |   0.322919 | 0.335768 | 7        |
| s        |   15.4 | BHBlp |     0.4 | 4.25964  | 0.581131 | 0.326616 | 0.222181 |         0 | 1.70016 | 1.3436 |  3.0766 |  4.2777 |  8.6056 | 1.69659   |   0.308982 | 0.43657  | 7        |
| u        |   17.4 | BHBlp |     0.4 | 4.06668  | 0.252668 | 0.172391 | 0.143929 |         4 | 1.50659 | 1.5003 |  3.6585 |  5.0944 | 12.3035 | 0.746348  |   0.326497 | 0.268179 | 1.00339  |
| s        |   14.4 | BHBlp |     0.4 | 4.31296  | 0.533758 | 0.256012 | 0.168227 |         0 | 1.68478 | 1.5034 |  2.7415 |  3.9226 |  8.3096 | 1.4587    |   0.353705 | 0.397929 | 5.87097  |
| s        |   20.4 | BHBlp |     0.4 | 4.31045  | 0.586537 | 0.297652 | 0.226292 |         0 | 1.694   | 1.5081 |  5.0334 |  6.2704 |  8.5398 | 1.28741   |   0.366064 | 0.348022 | 5.55853  |
| u        |   19.4 | BHBlp |     0.4 | 4.2602   | 0.364445 | 0.224768 | 0.184566 |         0 | 1.59619 | 1.4834 |  4.3084 |  5.8091 | 13.5877 | 1.12939   |   0.35247  | 0.307761 | 2.4271   |
| s        |   18.4 | BHBlp |     0.4 | 4.16037  | 0.73857  | 0.357686 | 0.226365 |         0 | 1.78317 | 1.4975 |  4.1555 |  5.3842 |  9.4419 | 1.59624   |   0.368728 | 0.423883 | 7        |
| s        |   14.4 | NL3   |     0.4 | 4.31605  | 0.543437 | 0.259636 | 0.169528 |         0 | 1.67306 | 1.5034 |  2.7415 |  3.9226 |  8.3096 | 1.69553   |   0.353778 | 0.373738 | 6.87185  |
| u        |   18.4 | NL3   |     0.4 | 4.29197  | 0.347599 | 0.240114 | 0.190684 |         4 | 1.55173 | 1.4901 |  3.9403 |  5.4261 | 12.9713 | 0.980107  |   0.321458 | 0.352453 | 1.11713  |
| u        |   16.4 | NL3   |     0.4 | 4.21906  | 0.308641 | 0.210031 | 0.16006  |         0 | 1.54009 | 1.4016 |  3.3611 |  4.7565 | 11.6418 | 1.33013   |   0.322991 | 0.317754 | 7        |
| s        |   15.4 | NL3   |     0.4 | 4.2445   | 0.592949 | 0.332462 | 0.224688 |         0 | 1.68321 | 1.3436 |  3.0766 |  4.2777 |  8.6056 | 1.95464   |   0.309058 | 0.407641 | 6.81613  |
| s        |   17.4 | NL3   |     0.4 | 4.27053  | 0.353143 | 0.229198 | 0.182851 |         0 | 1.53834 | 1.4084 |  3.7901 |  5.0144 |  9.1983 | 1.44023   |   0.309069 | 0.31972  | 7        |
| u        |   11.4 | NL3   |     0.4 | 3.25914  | 0.12647  | 0.065093 | 0.030225 |         0 | 1.3969  | 1.4115 |  2.1444 |  3.1869 |  8.2129 | 0.993792  |   0.295841 | 0.262904 | 3.07228  |
| s        |   12.4 | NL3   |     0.4 | 3.7533   | 0.248305 | 0.121603 | 0.044403 |         0 | 1.54312 | 1.2729 |  2.1417 |  3.2342 |  7.7912 | 1.10583   |   0.26177  | 0.387112 | 6.78946  |
| s        |   19.4 | NL3   |     0.4 | 4.31489  | 0.522702 | 0.292959 | 0.212936 |         0 | 1.64285 | 1.3747 |  4.5036 |  5.7757 |  9.4502 | 1.7796    |   0.293592 | 0.406996 | 7        |
| u        |   12.4 | NL3   |     0.4 | 4.15667  | 0.358114 | 0.192531 | 0.111461 |         0 | 1.6005  | 1.3753 |  2.3899 |  3.5168 |  8.8828 | 1.38772   |   0.297466 | 0.374517 | 6.81615  |
| u        |   13.4 | NL3   |     0.4 | 4.2982   | 0.534043 | 0.243988 | 0.157818 |         0 | 1.67959 | 1.5243 |  2.632  |  3.8309 |  9.5684 | 1.72689   |   0.351507 | 0.39086  | 6.59994  |
| s        |   11.4 | NL3   |     0.4 | 2.69029  | 0.081627 | 0.014786 | 0        |         0 | 1.35742 | 1.3299 |  1.8089 |  2.8711 |  8.1391 | 0.723233  |   0.241149 | 0.339506 | 7        |
| u        |   19.4 | NL3   |     0.4 | 4.26814  | 0.373241 | 0.228135 | 0.178349 |         0 | 1.58904 | 1.4834 |  4.3084 |  5.8091 | 13.5877 | 1.34125   |   0.352546 | 0.289034 | 2.33638  |
| u        |   14.4 | NL3   |     0.4 | 4.25754  | 0.491576 | 0.223689 | 0.158431 |         0 | 1.66339 | 1.5092 |  2.8646 |  4.1425 | 10.2565 | 1.55572   |   0.341475 | 0.3946   | 7        |
| s        |   16.4 | NL3   |     0.4 | 4.27783  | 0.350427 | 0.232602 | 0.186787 |         0 | 1.5293  | 1.3819 |  3.4399 |  4.6365 |  8.8972 | 1.43502   |   0.296739 | 0.352638 | 7        |
| u        |   17.4 | NL3   |     0.4 | 4.07507  | 0.256768 | 0.174101 | 0.144937 |         4 | 1.49955 | 1.5003 |  3.6585 |  5.0944 | 12.3035 | 0.85753   |   0.326567 | 0.245065 | 0.981918 |
| s        |   18.4 | NL3   |     0.4 | 4.12186  | 0.72749  | 0.366939 | 0.230282 |         0 | 1.7678  | 1.4975 |  4.1555 |  5.3842 |  9.4419 | 1.83053   |   0.368816 | 0.395989 | 5.04433  |
| s        |   13.4 | NL3   |     0.4 | 4.08475  | 0.355256 | 0.176109 | 0.10752  |         0 | 1.61204 | 1.4089 |  2.4376 |  3.5803 |  8.0052 | 1.35172   |   0.324584 | 0.379687 | 6.75043  |
| s        |   20.4 | NL3   |     0.4 | 4.31906  | 0.569755 | 0.286916 | 0.21893  |         0 | 1.68459 | 1.5081 |  5.0334 |  6.2704 |  8.5398 | 1.50716   |   0.366149 | 0.323361 | 4.91866  |
| u        |   15.4 | NL3   |     0.4 | 4.31516  | 0.558451 | 0.29264  | 0.20872  |         0 | 1.67492 | 1.4424 |  3.103  |  4.45   | 10.9486 | 1.69187   |   0.330716 | 0.373532 | 7        |
| s        |   13.4 | TM1   |     0.4 | 4.08287  | 0.35362  | 0.175715 | 0.107393 |         0 | 1.61315 | 1.4089 |  2.4376 |  3.5803 |  8.0052 | 1.31776   |   0.324569 | 0.382357 | 6.8582   |
| u        |   12.4 | TM1   |     0.4 | 4.15486  | 0.356478 | 0.192079 | 0.11133  |         0 | 1.60157 | 1.3753 |  2.3899 |  3.5168 |  8.8828 | 1.35176   |   0.297453 | 0.376736 | 6.87241  |
| s        |   20.4 | TM1   |     0.4 | 4.305    | 0.563915 | 0.302305 | 0.217792 |         0 | 1.68684 | 1.5081 |  5.0334 |  6.2704 |  8.5398 | 1.44832   |   0.366121 | 0.327458 | 4.78971  |
| s        |   15.4 | TM1   |     0.4 | 4.24902  | 0.589525 | 0.33078  | 0.223967 |         0 | 1.68398 | 1.3436 |  3.0766 |  4.2777 |  8.6056 | 1.92903   |   0.309038 | 0.408536 | 6.8654   |
| s        |   16.4 | TM1   |     0.4 | 4.27697  | 0.349433 | 0.232188 | 0.186549 |         0 | 1.53257 | 1.3819 |  3.4399 |  4.6365 |  8.8972 | 1.38038   |   0.296726 | 0.360354 | 7        |
| u        |   17.4 | TM1   |     0.4 | 4.07422  | 0.256348 | 0.173926 | 0.144834 |         4 | 1.50238 | 1.5003 |  3.6585 |  5.0944 | 12.3035 | 0.805211  |   0.326554 | 0.252573 | 0.976936 |
| s        |   11.4 | TM1   |     0.4 | 2.69029  | 0.08163  | 0.014786 | 0        |         0 | 1.35909 | 1.3299 |  1.8089 |  2.8711 |  8.1391 | 0.69391   |   0.24114  | 0.346686 | 7        |
| s        |   19.4 | TM1   |     0.4 | 4.31586  | 0.520651 | 0.291754 | 0.212338 |         0 | 1.64467 | 1.3747 |  4.5036 |  5.7757 |  9.4502 | 1.73479   |   0.293571 | 0.408981 | 7        |
| s        |   12.4 | TM1   |     0.4 | 3.75247  | 0.247645 | 0.12149  | 0.044378 |         0 | 1.54452 | 1.2729 |  2.1417 |  3.2342 |  7.7912 | 1.07137   |   0.261758 | 0.3906   | 6.86217  |
| u        |   14.4 | TM1   |     0.4 | 4.25623  | 0.490072 | 0.223162 | 0.158204 |         0 | 1.66494 | 1.5092 |  2.8646 |  4.1425 | 10.2565 | 1.5116    |   0.34146  | 0.396215 | 7        |
| s        |   17.4 | TM1   |     0.4 | 4.26918  | 0.351633 | 0.228596 | 0.182504 |         0 | 1.54082 | 1.4084 |  3.7901 |  5.0144 |  9.1983 | 1.38783   |   0.309053 | 0.325903 | 7        |
| u        |   18.4 | TM1   |     0.4 | 4.29098  | 0.366872 | 0.239536 | 0.190359 |         4 | 1.55117 | 1.4901 |  3.9403 |  5.4261 | 12.9713 | 1.25376   |   0.321443 | 0.35881  | 1.51244  |
| u        |   16.4 | TM1   |     0.4 | 4.21772  | 0.307684 | 0.209606 | 0.159855 |         0 | 1.54156 | 1.4016 |  3.3611 |  4.7565 | 11.6418 | 1.28627   |   0.322977 | 0.321068 | 7        |
| s        |   14.4 | TM1   |     0.4 | 4.31535  | 0.541082 | 0.25875  | 0.169211 |         0 | 1.67473 | 1.5034 |  2.7415 |  3.9226 |  8.3096 | 1.65784   |   0.353761 | 0.37696  | 6.91688  |
| u        |   19.4 | TM1   |     0.4 | 4.26608  | 0.370904 | 0.22724  | 0.177883 |         0 | 1.59144 | 1.4834 |  4.3084 |  5.8091 | 13.5877 | 1.28344   |   0.352527 | 0.293664 | 2.32089  |
| s        |   18.4 | TM1   |     0.4 | 4.13631  | 0.719759 | 0.363581 | 0.228858 |         0 | 1.76837 | 1.4975 |  4.1555 |  5.3842 |  9.4419 | 1.80705   |   0.368786 | 0.396362 | 5.07956  |
| u        |   13.4 | TM1   |     0.4 | 4.29708  | 0.554793 | 0.243255 | 0.157557 |         0 | 1.68091 | 1.5243 |  2.632  |  3.8309 |  9.5684 | 1.69201   |   0.351492 | 0.392711 | 6.61612  |
| u        |   11.4 | TM1   |     0.4 | 3.25908  | 0.126461 | 0.065087 | 0.030224 |         0 | 1.39925 | 1.4115 |  2.1444 |  3.1869 |  8.2129 | 0.945481  |   0.295831 | 0.268701 | 3.10087  |
| u        |   15.4 | TM1   |     0.4 | 4.31643  | 0.554468 | 0.291009 | 0.207974 |         0 | 1.67637 | 1.4424 |  3.103  |  4.45   | 10.9486 | 1.65183   |   0.330692 | 0.375537 | 7        |
| u        |   12.6 | SFHo  |     0.4 | 4.15665  | 0.380985 | 0.192527 | 0.124037 |         0 | 1.61249 | 1.3977 |  2.4382 |  3.5732 |  9.0263 | 1.31739   |   0.310046 | 0.364417 | 6.8754   |
| s        |   14.6 | SFHo  |     0.4 | 4.3138   | 0.53108  | 0.256935 | 0.167178 |         0 | 1.66814 | 1.5455 |  2.8064 |  3.9893 |  8.3866 | 1.63246   |   0.355723 | 0.361821 | 6.94848  |
| u        |   19.6 | SFHo  |     0.4 | 4.30743  | 0.390879 | 0.250811 | 0.205319 |         4 | 1.591   | 1.3934 |  4.5991 |  6.1533 | 13.4429 | 1.09287   |   0.310465 | 0.323939 | 1.31073  |
| s        |   15.6 | SFHo  |     0.4 | 4.32071  | 0.443712 | 0.283292 | 0.206602 |         0 | 1.58035 | 1.3525 |  3.1335 |  4.35   |  8.6593 | 1.69303   |   0.272766 | 0.389851 | 7        |
| u        |   18.6 | SFHo  |     0.4 | 4.28154  | 0.627042 | 0.316714 | 0.231901 |         0 | 1.70409 | 1.4733 |  3.9907 |  5.5095 | 13.0877 | 1.40846   |   0.365248 | 0.310163 | 7        |
| s        |   18.6 | SFHo  |     0.4 | 4.30318  | 0.36168  | 0.247465 | 0.195496 |         0 | 1.55392 | 1.4141 |  4.2436 |  5.4671 |  9.3863 | 1.30836   |   0.312706 | 0.328945 | 7        |
| u        |   17.6 | SFHo  |     0.4 | 4.30673  | 0.562457 | 0.300921 | 0.221329 |         0 | 1.6785  | 1.5061 |  3.694  |  5.1516 | 12.4461 | 1.39236   |   0.363507 | 0.302429 | 7        |
| s        |   20.6 | SFHo  |     0.4 | 3.65541  | 0.947633 | 0.442272 | 0.334051 |         0 | 1.8164  | 1.5479 |  5.2285 |  6.4674 |  7.5618 | 1.35136   |   0.383412 | 0.352133 | 7        |
